match_id,match_date,winner,fighter1_name,fighter1_weight,fighter1_height,fighter1_reach,fighter1_age,fighter1_power_factor,fighter1_experience_factor,fighter1_wins,fighter1_losses,fighter1_knockouts,fighter1_final_hp,fighter1_final_sp,fighter2_name,fighter2_weight,fighter2_height,fighter2_reach,fighter2_age,fighter2_power_factor,fighter2_experience_factor,fighter2_wins,fighter2_losses,fighter2_knockouts,fighter2_final_hp,fighter2_final_sp,ko_happened
1790,2024-12-27 03:57:26,周十,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,100,100,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,0,65,True
1791,2024-12-27 03:57:36,孫九,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,69,95,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,0,71,True
1792,2024-12-27 03:57:49,周十,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,2,95,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,0,93,True
1793,2024-12-27 03:58:11,陳六,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,0,88,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,21,88,True
1794,2024-12-27 03:58:27,林七,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,0,83,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,84,95,True
1795,2024-12-27 03:58:39,周十,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,0,61,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,50,85,True
1796,2024-12-27 03:58:51,鄭十二,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,0,80,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,28,78,True
1797,2024-12-27 03:59:05,李四,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,55,90,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,0,78,True
1798,2024-12-27 03:59:17,孫九,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,0,80,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,40,85,True
1799,2024-12-27 03:59:26,鄭十二,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,74,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,60,90,True
1800,2024-12-27 03:59:45,周十,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,0,66,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,85,91,True
1801,2024-12-27 03:59:59,孫九,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,37,100,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,0,89,True
1802,2024-12-27 04:00:15,李四,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,83,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,58,90,True
1803,2024-12-27 04:00:26,陳六,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,100,100,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,0,76,True
1804,2024-12-27 04:00:34,李四,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,68,85,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,75,True
1805,2024-12-27 04:00:45,李四,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,0,80,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,80,95,True
1806,2024-12-27 04:00:52,張三,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,39,98,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,0,70,True
1807,2024-12-27 04:01:08,趙八,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,16,95,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,0,90,True
1808,2024-12-27 04:01:23,林七,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,100,98,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,0,80,True
1809,2024-12-27 04:01:35,李四,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,0,80,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,22,95,True
1810,2024-12-27 04:01:48,鄭十二,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,83,95,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,0,72,True
1811,2024-12-27 04:01:58,林七,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,0,90,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,22,91,True
1812,2024-12-27 04:02:21,周十,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,0,73,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,74,90,True
1813,2024-12-27 04:02:33,李四,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,0,70,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,64,100,True
1814,2024-12-27 04:02:44,趙八,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,64,90,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,0,78,True
1815,2024-12-27 04:02:55,陳六,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,0,80,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,69,85,True
1816,2024-12-27 04:03:06,陳六,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,0,78,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,40,85,True
1817,2024-12-27 04:03:19,陳六,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,78,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,42,75,True
1818,2024-12-27 04:03:31,林七,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,0,81,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,50,95,True
1819,2024-12-27 04:03:47,李四,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,0,78,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,45,80,True
1820,2024-12-27 04:04:00,趙八,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,0,75,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,46,85,True
1821,2024-12-27 04:04:10,鄭十二,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,8,90,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,0,83,True
1822,2024-12-27 04:04:27,陳六,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,35,91,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,0,88,True
1823,2024-12-27 04:04:45,孫九,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,0,81,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,53,100,True
1824,2024-12-27 04:05:00,王五,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,0,86,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,49,85,True
1825,2024-12-27 04:05:13,趙八,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,52,78,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,0,80,True
1826,2024-12-27 04:05:26,趙八,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,0,75,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,12,84,True
1827,2024-12-27 04:05:41,鄭十二,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,80,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,20,85,True
1828,2024-12-27 04:05:58,鄭十二,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,0,80,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,66,90,True
1829,2024-12-27 04:06:10,陳六,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,66,90,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,0,83,True
1830,2024-12-27 04:06:20,陳六,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,100,100,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,0,95,True
1831,2024-12-27 04:06:30,周十,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,0,70,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,49,95,True
1832,2024-12-27 04:06:45,孫九,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,67,90,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,0,76,True
1833,2024-12-27 04:06:58,張三,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,52,90,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,0,75,True
1834,2024-12-27 04:07:08,張三,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,51,86,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,0,75,True
1835,2024-12-27 04:07:19,張三,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,0,80,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,55,83,True
1836,2024-12-27 04:07:29,趙八,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,0,71,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,63,88,True
1837,2024-12-27 04:07:41,陳六,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,0,85,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,43,85,True
1838,2024-12-27 04:07:50,林七,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,0,63,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,21,95,True
1839,2024-12-27 04:08:08,鄭十二,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,74,90,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,93,True
1840,2024-12-27 04:08:20,李四,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,0,71,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,48,91,True
1841,2024-12-27 04:08:36,李四,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,78,88,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,0,95,True
1842,2024-12-27 04:08:49,吳十一,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,3,88,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,0,93,True
1843,2024-12-27 04:09:11,李四,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,66,88,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,0,85,True
1844,2024-12-27 04:09:24,張三,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,0,75,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,27,85,True
1845,2024-12-27 04:09:36,吳十一,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,64,90,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,0,68,True
1846,2024-12-27 04:09:49,鄭十二,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,58,85,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,68,True
1847,2024-12-27 04:10:02,鄭十二,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,77,86,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,0,80,True
1848,2024-12-27 04:10:14,李四,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,0,90,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,45,83,True
1849,2024-12-27 04:10:28,李四,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,85,95,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,0,78,True
1850,2024-12-27 04:10:37,鄭十二,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,45,78,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,0,76,True
1851,2024-12-27 04:10:50,鄭十二,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,0,66,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,33,73,True
1852,2024-12-27 04:11:06,張三,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,0,85,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,62,95,True
1853,2024-12-27 04:11:18,鄭十二,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,0,65,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,1,90,True
1854,2024-12-27 04:11:34,李四,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,62,78,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,80,True
1855,2024-12-27 04:11:45,周十,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,51,88,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,0,75,True
1856,2024-12-27 04:12:00,李四,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,0,83,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,79,86,True
1857,2024-12-27 04:12:14,林七,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,20,70,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,76,True
1858,2024-12-27 04:12:30,趙八,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,0,75,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,10,83,True
1859,2024-12-27 04:12:43,孫九,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,0,75,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,50,85,True
1860,2024-12-27 04:12:56,林七,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,0,59,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,57,83,True
1861,2024-12-27 04:13:11,陳六,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,0,72,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,61,100,True
1862,2024-12-27 04:13:23,吳十一,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,46,85,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,0,73,True
1863,2024-12-27 04:13:37,鄭十二,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,68,90,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,0,74,True
1864,2024-12-27 04:13:55,吳十一,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,0,85,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,73,93,True
1865,2024-12-27 04:14:07,吳十一,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,0,80,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,40,90,True
1866,2024-12-27 04:14:20,張三,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,79,95,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,0,85,True
1867,2024-12-27 04:14:33,王五,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,72,88,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,80,True
1868,2024-12-27 04:14:44,鄭十二,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,52,89,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,0,90,True
1869,2024-12-27 04:15:01,吳十一,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,2,90,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,0,70,True
1870,2024-12-27 04:15:17,趙八,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,76,90,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,0,95,True
1871,2024-12-27 04:15:32,孫九,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,26,95,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,0,69,True
1872,2024-12-27 04:15:50,陳六,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,0,90,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,15,95,True
1873,2024-12-27 04:16:12,王五,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,64,90,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,0,75,True
1874,2024-12-27 04:16:22,張三,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,0,68,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,100,100,True
1875,2024-12-27 04:16:32,鄭十二,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,37,90,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,0,73,True
1876,2024-12-27 04:16:46,李四,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,95,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,52,90,True
1877,2024-12-27 04:17:01,孫九,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,59,90,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,0,80,True
1878,2024-12-27 04:17:10,林七,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,27,70,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,0,59,True
1879,2024-12-27 04:17:28,陳六,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,0,95,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,78,90,True
1880,2024-12-27 04:17:37,吳十一,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,0,59,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,100,100,True
1881,2024-12-27 04:17:50,周十,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,0,66,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,74,95,True
1882,2024-12-27 04:18:03,鄭十二,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,5,95,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,0,85,True
1883,2024-12-27 04:18:22,陳六,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,0,80,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,69,95,True
1884,2024-12-27 04:18:31,林七,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,0,63,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,30,93,True
1885,2024-12-27 04:18:48,陳六,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,36,83,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,0,75,True
1886,2024-12-27 04:19:01,李四,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,0,73,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,76,95,True
1887,2024-12-27 04:19:10,李四,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,0,72,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,86,95,True
1888,2024-12-27 04:19:22,張三,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,0,70,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,55,90,True
1889,2024-12-27 04:19:33,周十,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,60,90,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,0,65,True
1890,2024-12-27 04:19:45,鄭十二,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,23,80,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,0,77,True
1891,2024-12-27 04:20:00,鄭十二,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,0,73,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,59,80,True
1892,2024-12-27 04:20:11,吳十一,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,38,90,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,0,73,True
1893,2024-12-27 04:20:25,李四,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,52,95,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,0,90,True
1894,2024-12-27 04:20:39,張三,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,45,83,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,0,80,True
1895,2024-12-27 04:20:54,周十,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,26,80,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,0,78,True
1896,2024-12-27 04:21:08,趙八,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,88,100,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,0,85,True
1897,2024-12-27 04:21:18,孫九,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,91,95,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,0,88,True
1898,2024-12-27 04:21:31,孫九,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,75,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,57,80,True
1899,2024-12-27 04:21:42,孫九,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,0,95,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,24,100,True
1900,2024-12-27 04:22:07,李四,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,0,85,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,30,95,True
1901,2024-12-27 04:22:23,李四,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,0,71,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,38,83,True
1902,2024-12-27 04:22:35,林七,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,25,80,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,75,True
1903,2024-12-27 04:22:46,陳六,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,33,77,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,80,True
1904,2024-12-27 04:23:03,孫九,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,0,73,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,12,70,True
1905,2024-12-27 04:23:21,李四,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,73,95,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,0,85,True
1906,2024-12-27 04:23:31,周十,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,80,95,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,0,63,True
1907,2024-12-27 04:23:43,陳六,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,90,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,65,80,True
1908,2024-12-27 04:23:55,李四,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,54,100,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,76,True
1909,2024-12-27 04:24:11,王五,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,0,75,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,1,80,True
1910,2024-12-27 04:24:23,陳六,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,0,80,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,62,90,True
1911,2024-12-27 04:24:31,林七,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,0,70,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,46,85,True
1912,2024-12-27 04:24:44,林七,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,61,91,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,0,66,True
1913,2024-12-27 04:24:57,李四,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,19,75,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,0,80,True
1914,2024-12-27 04:25:10,李四,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,0,85,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,78,90,True
1915,2024-12-27 04:25:21,張三,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,0,65,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,68,90,True
1916,2024-12-27 04:25:32,周十,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,0,75,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,67,95,True
1917,2024-12-27 04:25:44,鄭十二,陳六,90,185,190,29,1.3591836734693878,0.7666666666666666,8,2,5,0,80,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,18,90,True
1918,2024-12-27 04:25:58,張三,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,0,74,張三,75,175,180,28,1.0714285714285714,0.7142857142857143,5,2,3,12,98,True
1919,2024-12-27 04:26:19,周十,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,35,83,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,0,88,True
1920,2024-12-27 04:26:38,趙八,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,12,70,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,0,63,True
1921,2024-12-27 04:26:56,孫九,吳十一,74,176,179,30,1.0631836734693878,0.6060606060606061,6,5,3,0,63,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,45,73,True
1922,2024-12-27 04:27:11,趙八,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,0,95,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,79,90,True
1923,2024-12-27 04:27:23,鄭十二,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,0,75,鄭十二,83,178,182,32,1.2060408163265306,0.6266666666666667,15,10,7,79,88,True
1924,2024-12-27 04:27:34,李四,林七,60,170,175,24,0.8326530612244898,0.7333333333333334,4,1,2,0,62,李四,82,180,185,25,1.2048979591836735,0.7000000000000001,7,3,4,64,95,True
1925,2024-12-27 04:27:46,趙八,趙八,78,177,183,31,1.1270204081632653,0.7058823529411765,12,5,7,100,100,王五,68,172,176,27,0.9547755102040817,0.7142857142857143,10,4,6,0,90,True
1926,2024-12-27 04:27:57,周十,周十,69,171,172,23,0.9631836734693877,0.6,3,2,1,33,93,孫九,86,182,188,26,1.2777142857142858,0.7222222222222222,9,3,5,0,62,True
