match_id,winner,victory_condition,rounds_completed,boxerA_name,boxerA_weight,boxerA_height,boxerA_reach,boxerA_power,boxerA_speed,boxerA_stamina,boxerA_defense,boxerA_chin,boxerA_experience,boxerB_name,boxerB_weight,boxerB_height,boxerB_reach,boxerB_power,boxerB_speed,boxerB_stamina,boxerB_defense,boxerB_chin,boxerB_experience,total_punches_A,total_punches_B,total_hits_A,total_hits_B,total_knockdowns_A,total_knockdowns_B,total_points_A,total_points_B,total_damage_dealt_A,total_damage_dealt_B,total_stamina_used_A,total_stamina_used_B,hit_rate_A,hit_rate_B,final_hp_A,final_hp_B,final_stamina_A,final_stamina_B,total_A_jab,total_B_jab,total_A_cross,total_B_cross,total_A_lead_hook,total_B_lead_hook,total_A_rear_hook,total_B_rear_hook,total_A_lead_uppercut,total_B_lead_uppercut,total_A_rear_uppercut,total_B_rear_uppercut
15631,Boxer_B_4015,KO,1,Boxer_A_4015,61.6,191,195,86,61,83,80,64,79,Boxer_B_4015,84.1,167,191,98,70,84,100,91,6,9,9,0,3,0,0,0,7,0.0,105.231224,8.1,8.299999999999999,0.0,33.33,0.0,100.0,91.9,91.7,1,1,2,2,2,1,1,1,1,3,2,1
14827,Boxer_B_4016,KO,1,Boxer_A_4016,72.5,186,200,80,63,86,75,73,44,Boxer_B_4016,87.8,181,172,77,100,76,79,98,44,10,10,0,6,0,0,0,10,0.0,106.67177675000002,7.999999999999999,6.8999999999999995,0.0,60.0,0.0,100.0,92.0,93.1,2,3,2,1,2,4,2,1,1,1,1,0
81922,Boxer_A_4017,KO,1,Boxer_A_4017,94.2,179,172,97,72,76,78,64,47,Boxer_B_4017,66.9,165,190,92,70,84,94,96,10,7,6,4,2,0,1,9,5,101.11202399999999,67.277024,6.9,5.1,57.14,33.33,32.72,0.0,93.1,94.9,1,1,0,0,2,3,0,1,3,0,1,1
42679,Boxer_B_4018,KO,1,Boxer_A_4018,78.6,176,194,75,86,80,84,93,2,Boxer_B_4018,99.5,185,181,92,62,98,74,66,24,10,10,2,4,0,0,4,11,41.971312499999996,117.81299199999998,8.6,10.799999999999999,20.0,40.0,0.0,58.03,91.4,89.2,2,0,2,1,1,1,2,3,1,3,2,2
53620,Boxer_A_4019,KO,1,Boxer_A_4019,64.6,175,189,83,90,70,86,69,15,Boxer_B_4019,69.0,166,181,61,73,66,90,63,16,6,5,3,2,0,1,9,4,99.33705599999999,37.54771125,6.0,4.3999999999999995,50.0,40.0,62.45,0.0,94.0,95.6,0,2,2,0,0,0,2,0,0,2,2,1
20189,Boxer_B_4020,KO,1,Boxer_A_4020,63.9,174,187,88,74,84,95,63,77,Boxer_B_4020,89.4,183,187,81,82,80,96,85,56,6,6,3,4,0,0,5,9,52.24956,105.90976800000001,3.9000000000000004,5.3,50.0,66.67,0.0,47.75,96.1,94.7,1,1,4,0,0,2,0,2,1,0,0,1
31534,Boxer_B_4021,KO,1,Boxer_A_4021,66.7,169,195,68,71,79,79,62,11,Boxer_B_4021,74.8,190,180,68,87,66,87,80,77,9,9,3,4,0,0,6,11,50.618520000000004,104.66913600000001,6.699999999999999,7.899999999999999,33.33,44.44,0.0,49.38,93.3,92.1,3,3,1,0,2,2,1,0,1,1,1,3
33115,Boxer_A_4022,KO,1,Boxer_A_4022,81.8,182,181,77,94,74,83,71,65,Boxer_B_4022,63.1,186,194,92,91,83,73,78,100,11,10,5,2,0,1,10,6,100.6214825,71.87854200000001,8.6,9.299999999999999,45.45,20.0,28.12,0.0,91.4,90.7,2,1,4,0,1,5,1,1,2,1,1,2
72014,Boxer_A_4023,KO,1,Boxer_A_4023,86.9,191,192,95,86,60,91,86,46,Boxer_B_4023,92.8,165,199,80,77,76,88,99,64,10,9,5,2,0,0,9,3,103.50366375,29.00388000000001,9.000000000000002,5.699999999999999,50.0,22.22,71.0,0.0,91.0,94.3,2,3,0,3,4,1,0,1,2,1,2,0
93568,Boxer_B_4024,KO,1,Boxer_A_4024,100.0,185,199,86,76,66,68,89,73,Boxer_B_4024,92.9,171,182,81,65,72,85,89,37,19,19,3,5,1,0,5,12,49.1070105,104.00564025000001,15.7,14.600000000000005,15.79,26.32,0.0,50.89,84.3,85.4,3,6,4,3,5,4,2,1,3,1,2,4
21568,Boxer_A_4025,KO,1,Boxer_A_4025,72.3,191,191,61,90,100,61,97,83,Boxer_B_4025,83.3,187,170,73,68,68,97,80,99,8,7,5,1,0,0,14,1,110.16234,9.1919775,8.100000000000001,4.9,62.5,14.29,90.81,0.0,91.9,95.1,1,1,0,3,2,2,1,0,2,1,2,0
79871,Boxer_B_4026,KO,1,Boxer_A_4026,83.1,179,199,90,86,84,94,82,51,Boxer_B_4026,73.6,185,185,97,98,69,79,67,15,8,8,1,5,0,0,3,10,34.86861,114.73184250000003,7.699999999999999,4.6,12.5,62.5,0.0,65.13,92.3,95.4,1,2,1,5,1,0,2,1,1,0,2,0
37677,Boxer_B_4027,KO,1,Boxer_A_4027,95.3,194,196,63,78,63,90,94,52,Boxer_B_4027,81.4,180,175,90,86,61,69,100,5,21,21,6,5,1,0,10,10,64.9719,92.04192,16.7,20.1,28.57,23.81,0.0,35.03,83.3,79.9,7,1,3,7,1,1,2,2,6,6,2,4
12560,Boxer_A_4028,KO,1,Boxer_A_4028,69.3,179,192,81,76,93,100,86,34,Boxer_B_4028,74.1,193,190,82,61,61,96,99,5,21,20,6,2,0,0,13,3,101.51598375,31.607925,17.8,17.400000000000002,28.57,10.0,68.39,0.0,82.2,82.6,4,6,4,1,3,4,5,1,1,2,4,6
60249,Boxer_A_4029,KO,1,Boxer_A_4029,73.8,187,189,66,80,96,82,85,86,Boxer_B_4029,71.6,183,186,80,79,97,100,80,23,13,12,5,3,0,0,12,6,103.82328000000001,60.4049,10.1,10.100000000000001,38.46,25.0,39.6,0.0,89.9,89.9,3,3,2,1,3,4,3,0,1,1,1,3
62348,Boxer_B_4030,KO,1,Boxer_A_4030,68.1,190,177,88,62,75,73,87,59,Boxer_B_4030,98.9,190,172,88,99,72,93,60,38,9,9,1,4,2,0,3,9,35.92511999999999,95.541952,7.8999999999999995,9.0,11.11,44.44,-10.0,64.07,92.1,91.0,1,0,1,2,2,2,4,0,0,4,1,1
55639,Boxer_B_4031,KO,1,Boxer_A_4031,89.0,187,182,90,70,96,89,71,82,Boxer_B_4031,76.8,171,187,65,60,96,86,80,4,25,25,3,6,2,0,7,10,76.52879999999999,85.27754625000001,23.8,19.800000000000004,12.0,24.0,0.0,23.47,76.2,80.2,2,6,4,5,6,5,3,2,5,4,5,3
53206,Boxer_A_4032,KO,1,Boxer_A_4032,70.3,166,172,90,82,91,87,64,73,Boxer_B_4032,62.4,182,194,92,60,91,83,99,76,20,19,7,2,0,0,11,3,103.31694000000002,44.746039999999994,14.100000000000003,16.6,35.0,10.53,55.25,0.0,85.9,83.4,7,4,4,1,4,3,0,7,3,1,2,3
68979,Boxer_B_4033,KO,1,Boxer_A_4033,72.1,173,177,90,87,77,71,67,8,Boxer_B_4033,95.2,167,199,89,90,76,90,82,28,5,5,1,4,0,0,2,11,26.072100000000002,128.206547,3.6999999999999993,3.9,20.0,80.0,0.0,73.93,96.3,96.1,1,1,1,2,2,0,0,1,1,0,0,1
54963,Boxer_A_4034,KO,1,Boxer_A_4034,71.4,193,184,83,73,95,87,70,83,Boxer_B_4034,62.0,191,192,98,73,79,82,95,9,9,8,5,2,0,1,13,4,109.39068,56.648410000000005,7.9,6.9,55.56,25.0,43.35,0.0,92.1,93.1,1,1,4,1,0,2,1,2,0,2,3,0
45327,Boxer_A_4035,KO,1,Boxer_A_4035,79.3,188,181,95,92,87,68,96,55,Boxer_B_4035,87.0,195,198,74,75,84,100,62,69,13,12,3,5,0,0,10,11,128.58943499999998,92.875328,12.1,10.7,23.08,41.67,7.12,0.0,87.9,89.3,1,3,2,0,3,3,3,1,2,3,2,2
88997,Boxer_A_4036,KO,1,Boxer_A_4036,95.4,191,180,94,61,81,73,77,23,Boxer_B_4036,74.5,191,170,100,69,100,63,69,98,8,7,3,3,0,0,9,6,119.581254,87.652875,6.5,5.599999999999999,37.5,42.86,12.35,0.0,93.5,94.4,1,2,2,1,3,1,0,1,1,1,1,1
30611,Boxer_A_4037,KO,1,Boxer_A_4037,98.7,189,174,82,60,87,90,88,2,Boxer_B_4037,65.3,183,173,66,72,70,87,72,69,10,9,4,2,0,0,12,3,125.280256,27.18408000000001,9.6,7.199999999999999,40.0,22.22,72.82,0.0,90.4,92.8,0,2,2,2,2,2,3,0,2,2,1,1
88682,Boxer_A_4038,KO,1,Boxer_A_4038,67.1,165,173,71,91,91,84,67,97,Boxer_B_4038,78.4,178,171,97,88,92,89,88,13,8,7,5,1,0,0,11,3,101.75776800000001,42.48944349999999,6.8,7.1,62.5,14.29,57.51,0.0,93.2,92.9,2,1,0,0,2,1,1,1,3,3,0,1
59795,Boxer_B_4039,KO,1,Boxer_A_4039,61.6,186,193,92,80,81,68,71,49,Boxer_B_4039,62.8,185,192,97,86,94,66,60,98,4,4,2,3,1,0,3,8,48.17119999999999,110.75256300000001,3.5,4.0,50.0,75.0,-10.0,51.83,96.5,96.0,1,0,0,0,1,2,0,1,2,0,0,1
11440,Boxer_B_4040,KO,1,Boxer_A_4040,76.8,170,188,80,69,92,77,85,21,Boxer_B_4040,76.0,181,174,77,87,71,97,67,90,8,8,1,4,1,0,2,11,24.658199999999997,99.83348375,8.900000000000002,7.0,12.5,50.0,0.0,75.34,91.1,93.0,1,2,0,1,2,2,0,0,0,0,5,3
86061,Boxer_B_4041,KO,1,Boxer_A_4041,61.9,183,188,65,95,92,84,86,45,Boxer_B_4041,88.8,178,180,86,78,95,88,74,64,15,15,1,5,1,0,3,9,22.186710000000005,98.42725800000002,13.500000000000002,12.000000000000002,6.67,33.33,0.0,77.81,86.5,88.0,1,4,3,0,4,5,3,2,2,4,2,0
65771,Boxer_A_4042,KO,1,Boxer_A_4042,97.1,184,199,73,60,75,74,79,50,Boxer_B_4042,84.8,176,177,74,61,77,89,84,82,25,24,4,4,0,0,13,9,100.00708000000002,78.36764650000002,21.8,21.999999999999996,16.0,16.67,21.63,0.0,78.2,78.0,4,2,4,5,2,4,10,5,2,5,3,3
71923,Boxer_A_4043,KO,1,Boxer_A_4043,91.7,195,170,66,91,68,64,95,32,Boxer_B_4043,93.7,194,194,62,90,80,94,72,75,11,10,5,4,0,1,11,8,107.04460800000001,53.3348025,9.1,8.7,45.45,40.0,46.67,0.0,90.9,91.3,3,3,1,1,3,2,0,0,2,0,2,4
27324,Boxer_B_4044,KO,1,Boxer_A_4044,65.5,195,199,65,79,94,66,63,4,Boxer_B_4044,88.3,180,193,70,97,89,66,96,14,13,13,5,6,0,0,13,14,83.12096000000003,133.24585750000003,11.299999999999999,10.899999999999999,38.46,46.15,0.0,16.88,88.7,89.1,1,3,5,3,0,1,3,1,3,3,1,2
20678,Boxer_B_4045,KO,1,Boxer_A_4045,95.1,186,180,62,60,70,72,67,97,Boxer_B_4045,74.3,185,179,88,74,80,79,77,28,12,12,2,3,0,0,6,9,42.736104,105.33014800000002,12.0,10.1,16.67,25.0,0.0,57.26,88.0,89.9,0,1,2,4,3,2,2,2,3,2,2,1
52882,Boxer_B_4046,KO,1,Boxer_A_4046,89.4,173,197,88,71,62,60,62,90,Boxer_B_4046,73.3,167,181,93,82,93,99,92,11,7,7,0,4,0,0,0,8,0.0,110.802339,6.8999999999999995,5.3,0.0,57.14,0.0,100.0,93.1,94.7,1,1,0,3,3,0,0,2,0,1,3,0
96200,Boxer_A_4047,KO,1,Boxer_A_4047,77.2,169,189,79,78,85,63,93,72,Boxer_B_4047,70.9,181,180,94,71,78,65,65,62,6,5,4,2,0,1,9,4,110.08413000000002,41.801047999999994,4.0,3.5999999999999996,66.67,40.0,58.2,0.0,96.0,96.4,2,2,1,0,2,0,0,3,1,0,0,0
40357,Boxer_B_4048,KO,1,Boxer_A_4048,70.3,194,178,93,91,99,96,97,86,Boxer_B_4048,93.3,189,197,94,78,97,87,93,83,6,6,2,3,0,1,5,11,49.575882,103.461852,6.0,5.5,33.33,50.0,0.0,40.42,94.0,94.5,0,1,2,1,0,1,2,1,0,0,2,2
57026,Boxer_B_4049,KO,1,Boxer_A_4049,92.2,179,171,69,84,77,64,71,57,Boxer_B_4049,63.4,181,186,65,82,65,87,77,100,13,13,4,6,0,0,11,13,99.026316,113.32956375,12.1,12.600000000000001,30.77,46.15,0.0,0.97,87.9,87.4,3,2,0,1,2,3,3,0,2,4,3,3
80271,Boxer_B_4050,KO,1,Boxer_A_4050,66.3,167,199,76,87,65,85,75,86,Boxer_B_4050,79.0,187,173,94,85,84,96,79,35,16,16,3,4,1,0,6,8,61.63618999999999,101.94006250000001,14.8,13.2,18.75,25.0,-10.0,38.36,85.2,86.8,2,2,2,3,3,4,4,4,2,3,3,0
49869,Boxer_B_4051,KO,1,Boxer_A_4051,98.5,173,185,99,85,73,62,67,33,Boxer_B_4051,92.7,191,200,94,83,86,87,78,44,12,12,3,3,0,0,6,10,72.939042,114.21827199999996,11.299999999999999,14.199999999999998,25.0,25.0,0.0,27.06,88.7,85.8,3,0,0,1,2,1,1,1,3,4,3,5
94241,Boxer_B_4052,KO,1,Boxer_A_4052,90.3,179,186,100,97,89,60,66,24,Boxer_B_4052,70.9,189,175,79,85,93,82,74,50,6,6,1,4,0,0,1,9,15.5925,108.39005399999999,5.5,6.0,16.67,66.67,0.0,84.41,94.5,94.0,1,0,1,1,1,2,1,0,0,2,2,1
27442,Boxer_B_4053,KO,1,Boxer_A_4053,98.4,170,184,85,80,68,76,82,79,Boxer_B_4053,85.1,190,196,94,92,85,74,91,80,15,15,4,4,1,0,10,10,87.6144725,109.79970800000001,12.0,11.900000000000002,26.67,26.67,-10.0,12.39,88.0,88.1,2,1,5,6,2,4,3,2,2,0,1,2
45657,Boxer_B_4054,KO,1,Boxer_A_4054,79.2,181,198,70,64,89,77,100,93,Boxer_B_4054,73.5,187,179,66,73,71,68,65,27,17,17,3,6,1,0,6,14,54.774562499999995,95.88315,18.0,15.1,17.65,35.29,0.0,45.23,82.0,84.9,2,3,1,2,0,4,4,2,6,3,4,3
22421,Boxer_A_4055,KO,1,Boxer_A_4055,74.5,185,172,69,89,94,94,94,79,Boxer_B_4055,78.3,178,191,88,61,66,63,74,84,23,22,5,2,0,1,11,6,91.39567500000001,53.35616,20.4,19.300000000000004,21.74,9.09,46.64,0.0,79.6,80.7,4,3,6,3,1,5,3,6,4,2,5,3
36519,Boxer_A_4056,KO,1,Boxer_A_4056,69.3,182,192,89,97,84,100,72,2,Boxer_B_4056,74.0,190,179,75,83,94,96,76,9,10,9,5,2,2,0,10,4,112.084375,45.26400000000001,8.2,7.599999999999999,50.0,22.22,34.74,0.0,91.8,92.4,2,2,3,1,1,3,1,0,1,1,2,2
64762,Boxer_A_4057,KO,1,Boxer_A_4057,89.1,169,181,85,84,95,60,62,4,Boxer_B_4057,85.7,182,199,100,99,96,78,70,16,7,6,3,0,0,1,8,0,94.97475,0.0,7.199999999999999,6.6,42.86,0.0,100.0,-4.97,92.8,93.4,0,0,1,1,1,1,2,1,2,0,1,3
57165,Boxer_A_4058,KO,1,Boxer_A_4058,63.6,176,182,83,79,100,65,60,15,Boxer_B_4058,87.0,189,174,72,65,65,74,89,42,15,14,5,4,0,0,10,9,102.63972974999999,93.34079999999999,14.4,11.6,33.33,28.57,6.66,0.0,85.6,88.4,2,2,2,4,3,2,1,3,3,1,4,2
11775,Boxer_B_4059,KO,1,Boxer_A_4059,98.2,194,193,67,80,74,82,87,6,Boxer_B_4059,75.2,168,184,89,87,77,62,85,52,8,8,3,3,1,0,6,9,46.14139249999999,92.182462,7.299999999999999,8.0,37.5,37.5,0.0,53.86,92.7,92.0,1,0,2,3,0,0,2,1,2,2,1,2
83393,Boxer_B_4060,KO,1,Boxer_A_4060,87.0,183,184,97,66,72,81,83,55,Boxer_B_4060,66.2,183,171,69,66,66,66,82,79,20,20,3,5,0,0,8,16,96.358151,118.94758199999997,15.600000000000001,19.8,15.0,25.0,0.0,3.64,84.4,80.2,4,2,3,2,6,2,4,7,2,2,1,5
42060,Boxer_A_4061,KO,1,Boxer_A_4061,82.5,165,196,88,100,86,99,90,67,Boxer_B_4061,88.1,168,190,98,80,90,63,89,31,4,3,3,1,0,0,10,1,104.57620799999998,13.124649999999999,5.2,2.8999999999999995,75.0,33.33,86.88,0.0,94.8,97.1,0,1,0,0,0,0,0,0,2,1,2,1
81214,Boxer_B_4062,KO,1,Boxer_A_4062,82.0,170,194,79,63,98,87,66,43,Boxer_B_4062,98.7,185,200,75,94,85,83,75,78,11,11,2,4,1,1,5,13,52.93,126.38879999999996,9.999999999999998,10.899999999999999,18.18,36.36,-10.0,37.07,90.0,89.1,2,3,2,1,1,0,0,0,5,2,1,5
65998,Boxer_A_4063,KO,1,Boxer_A_4063,89.2,170,195,87,73,99,77,90,79,Boxer_B_4063,93.5,179,170,95,67,73,71,80,79,6,5,4,0,0,1,8,0,102.2859,0.0,4.3,5.6,66.67,0.0,100.0,0.0,95.7,94.4,1,0,0,0,5,1,0,2,0,0,0,2
93952,Boxer_B_4064,KO,1,Boxer_A_4064,72.0,182,180,64,73,80,94,63,42,Boxer_B_4064,68.7,185,180,80,88,84,96,72,87,9,9,4,5,0,0,9,12,84.475904,131.48164000000003,8.899999999999999,7.299999999999999,44.44,55.56,0.0,15.52,91.1,92.7,1,3,0,2,3,0,1,1,2,0,2,3
70268,Boxer_A_4065,KO,1,Boxer_A_4065,90.5,169,182,63,83,60,92,92,53,Boxer_B_4065,98.2,181,192,61,65,85,83,69,53,11,10,5,5,0,0,12,12,107.30344275,82.31047200000002,9.5,7.699999999999999,45.45,50.0,17.69,0.0,90.5,92.3,3,1,1,4,1,2,1,1,4,2,1,0
44001,Boxer_A_4066,KO,1,Boxer_A_4066,88.2,190,189,65,85,94,73,85,18,Boxer_B_4066,66.5,193,172,66,87,68,89,72,2,8,7,4,2,0,2,12,5,99.58207999999999,38.51165999999999,8.8,7.9,50.0,28.57,61.49,-10.0,91.2,92.1,0,1,0,0,1,0,4,0,1,4,2,2
37574,Boxer_B_4067,KO,1,Boxer_A_4067,95.0,181,189,81,77,87,84,79,74,Boxer_B_4067,79.6,176,176,90,73,62,89,67,94,11,11,1,4,0,0,4,9,41.36832000000002,105.12117,10.2,9.7,9.09,36.36,0.0,58.63,89.8,90.3,2,1,2,2,0,2,2,3,3,3,2,0
97177,Boxer_A_4068,KO,1,Boxer_A_4068,89.0,179,189,92,74,94,92,89,14,Boxer_B_4068,79.9,182,180,73,71,66,67,80,22,11,10,4,3,0,1,9,8,98.81904000000003,66.9753465,10.599999999999998,8.5,36.36,30.0,33.02,-8.82,89.4,91.5,0,3,4,1,0,1,2,1,4,2,1,2
32502,Boxer_A_4069,KO,1,Boxer_A_4069,87.2,178,192,96,83,100,87,71,36,Boxer_B_4069,86.3,179,192,71,73,92,72,67,26,16,15,4,0,0,0,9,0,107.34696,0.0,14.799999999999997,13.100000000000003,25.0,0.0,100.0,0.0,85.2,86.9,2,5,4,1,2,0,1,3,3,2,4,4
44505,Boxer_A_4070,KO,1,Boxer_A_4070,86.1,195,178,94,82,94,99,85,96,Boxer_B_4070,96.5,184,170,92,71,84,81,90,91,14,13,4,2,0,0,10,5,101.16139000000001,61.14182,13.7,12.200000000000001,28.57,15.38,38.86,0.0,86.3,87.8,1,2,3,0,1,3,3,3,3,4,3,1
71879,Boxer_A_4071,KO,1,Boxer_A_4071,63.3,194,187,81,66,63,63,97,70,Boxer_B_4071,76.7,167,196,61,63,98,62,95,39,12,11,4,4,1,0,13,9,103.39528500000002,63.95465699999999,10.7,11.4,33.33,36.36,26.05,0.0,89.3,88.6,3,0,1,0,0,5,5,1,0,3,3,2
27219,Boxer_A_4072,KO,1,Boxer_A_4072,88.0,188,184,81,89,100,94,99,31,Boxer_B_4072,85.2,193,194,94,71,77,72,90,89,13,12,4,1,1,1,11,3,98.13919500000002,28.482,12.3,12.5,30.77,8.33,61.52,0.0,87.7,87.5,1,1,3,1,1,2,4,1,1,4,3,3
69343,Boxer_A_4073,KO,1,Boxer_A_4073,65.9,173,172,78,95,69,62,88,12,Boxer_B_4073,76.8,183,186,91,60,93,69,86,79,11,10,5,3,0,0,13,4,113.97765600000005,50.36122000000002,8.6,5.999999999999999,45.45,30.0,49.64,0.0,91.4,94.0,2,4,4,2,1,3,1,0,2,1,1,0
82353,Boxer_A_4074,KO,1,Boxer_A_4074,83.4,166,185,97,90,93,74,64,41,Boxer_B_4074,77.1,171,183,70,66,89,98,91,78,9,8,4,1,0,0,12,3,132.22593799999999,31.187519999999996,8.899999999999999,8.2,44.44,12.5,68.81,0.0,91.1,91.8,1,0,2,1,0,3,1,0,3,2,2,2
10353,Boxer_B_4075,KO,1,Boxer_A_4075,90.5,189,186,90,81,77,85,71,88,Boxer_B_4075,69.0,183,170,83,84,62,63,91,41,11,11,5,5,0,0,9,10,96.85658249999997,118.74063,8.600000000000001,9.700000000000001,45.45,45.45,0.0,3.14,91.4,90.3,4,3,1,1,1,2,2,0,1,2,2,3
38141,Boxer_A_4076,KO,1,Boxer_A_4076,99.7,167,189,82,86,94,98,96,25,Boxer_B_4076,63.4,191,187,69,79,79,92,82,77,9,8,4,1,0,2,11,3,106.30537399999999,21.398832000000002,10.1,6.8,44.44,12.5,78.6,-10.0,89.9,93.2,1,0,0,2,0,2,2,4,3,0,3,0
62915,Boxer_A_4077,KO,1,Boxer_A_4077,84.6,176,175,71,68,74,73,83,4,Boxer_B_4077,96.9,192,181,78,67,74,71,93,12,12,11,5,1,0,1,13,3,102.5784925,31.174415999999997,10.500000000000002,10.7,41.67,9.09,68.83,0.0,89.5,89.3,1,1,2,1,4,2,2,2,2,4,1,1
71597,Boxer_B_4078,KO,1,Boxer_A_4078,90.2,180,177,94,64,82,63,91,56,Boxer_B_4078,62.3,187,192,93,74,97,66,75,42,6,6,1,3,1,0,2,9,28.934375000000003,93.990264,5.5,6.0,16.67,50.0,0.0,71.07,94.5,94.0,1,0,0,0,2,1,0,4,3,1,0,0
93208,Boxer_A_4079,KO,1,Boxer_A_4079,83.2,178,183,70,72,76,88,76,8,Boxer_B_4079,76.2,177,186,85,66,92,63,70,9,14,13,4,3,0,0,13,6,110.30109999999999,69.69575,13.8,13.100000000000001,28.57,23.08,30.3,0.0,86.2,86.9,2,1,2,1,1,4,2,1,3,2,4,4
98216,Boxer_A_4080,KO,1,Boxer_A_4080,93.1,170,173,62,84,76,75,79,12,Boxer_B_4080,84.3,186,188,71,76,81,79,95,1,8,7,4,3,0,2,13,7,83.923665,65.61805799999999,8.0,6.299999999999999,50.0,42.86,34.38,0.0,92.0,93.7,2,1,0,1,0,2,2,0,1,2,3,1
92513,Boxer_A_4081,KO,1,Boxer_A_4081,86.0,180,193,85,88,87,78,94,56,Boxer_B_4081,67.2,192,181,87,65,98,96,73,89,12,11,4,2,0,1,11,5,118.04602375,49.42530900000001,12.400000000000002,9.3,33.33,18.18,50.57,-10.0,87.6,90.7,2,1,0,3,1,2,3,2,2,3,4,0
49800,Boxer_A_4082,KO,1,Boxer_A_4082,70.0,193,186,82,63,98,78,90,83,Boxer_B_4082,94.9,169,176,84,68,90,76,68,91,10,9,5,1,0,0,10,2,105.29857799999999,17.70384000000001,7.199999999999999,7.199999999999999,50.0,11.11,82.3,0.0,92.8,92.8,2,0,4,5,0,1,3,2,1,0,0,1
51752,Boxer_B_4083,KO,1,Boxer_A_4083,84.1,170,195,95,82,71,74,64,42,Boxer_B_4083,97.1,171,172,61,100,76,93,77,49,10,10,1,5,1,0,1,11,13.233262499999997,93.39844199999999,10.299999999999999,9.399999999999999,10.0,50.0,-3.4,86.77,89.7,90.6,1,2,1,1,1,0,2,2,2,4,3,1
78872,Boxer_A_4084,KO,1,Boxer_A_4084,67.4,185,195,93,65,66,98,89,41,Boxer_B_4084,98.8,174,192,97,100,79,75,71,44,7,6,4,3,1,0,9,7,113.095719,83.27197799999999,6.5,6.2,57.14,50.0,6.73,0.0,93.5,93.8,1,0,1,0,0,2,2,1,3,3,0,0
26626,Boxer_A_4085,KO,1,Boxer_A_4085,71.3,170,190,68,79,64,91,82,26,Boxer_B_4085,74.7,173,185,76,67,72,66,97,98,31,30,7,5,0,1,16,11,96.74975400000002,90.000606,27.100000000000005,25.000000000000004,22.58,16.67,10.0,0.0,72.9,75.0,3,8,10,3,1,4,8,7,6,3,3,5
76781,Boxer_B_4086,KO,1,Boxer_A_4086,92.6,174,177,79,87,83,64,62,70,Boxer_B_4086,75.7,167,184,100,88,96,90,82,66,4,4,0,3,0,0,0,9,0.0,142.8714,4.0,3.9000000000000004,0.0,75.0,0.0,100.0,96.0,96.1,0,1,1,0,0,0,2,0,0,3,1,0
37158,Boxer_B_4087,KO,1,Boxer_A_4087,69.8,186,189,90,96,77,61,76,72,Boxer_B_4087,85.1,184,178,82,86,90,62,100,21,11,11,3,4,0,0,5,11,53.730000000000004,108.23327599999999,9.2,10.499999999999998,27.27,36.36,0.0,46.27,90.8,89.5,2,1,2,2,3,3,1,1,1,0,2,4
96949,Boxer_A_4088,KO,1,Boxer_A_4088,73.6,189,191,96,68,86,92,75,26,Boxer_B_4088,76.4,178,189,99,65,66,68,98,61,8,7,4,1,0,0,10,3,107.47944,43.052625000000006,7.3999999999999995,4.799999999999999,50.0,14.29,56.95,0.0,92.6,95.2,2,2,1,1,1,3,0,0,1,1,3,0
18204,Boxer_A_4089,KO,1,Boxer_A_4089,67.1,182,173,74,100,95,67,73,90,Boxer_B_4089,60.3,176,171,76,71,78,62,95,23,6,5,5,3,0,1,11,9,95.01156000000002,90.719148,5.0,4.1,83.33,60.0,9.28,0.0,95.0,95.9,0,1,2,1,2,0,1,2,1,1,0,0
48774,Boxer_B_4090,KO,1,Boxer_A_4090,78.0,191,190,79,86,70,75,66,12,Boxer_B_4090,96.9,194,179,64,87,92,90,76,2,13,13,2,5,0,0,4,13,39.193796000000006,110.55321599999998,10.4,12.4,15.38,38.46,0.0,60.81,89.6,87.6,2,2,4,1,2,3,2,1,2,3,1,3
47994,Boxer_A_4091,KO,1,Boxer_A_4091,96.4,165,190,69,63,65,85,87,28,Boxer_B_4091,61.2,169,193,74,94,64,97,93,96,10,9,4,3,1,1,12,7,90.61894199999999,63.43622249999999,9.5,8.2,40.0,33.33,26.56,0.0,90.5,91.8,1,2,1,1,3,1,1,1,2,2,2,2
30381,Boxer_A_4092,KO,1,Boxer_A_4092,92.5,192,180,95,98,79,76,91,54,Boxer_B_4092,73.9,189,170,70,64,77,94,93,3,4,3,3,1,0,1,9,2,100.32854999999998,15.015839999999999,3.7,2.2,75.0,33.33,84.98,-10.0,96.3,97.8,1,0,0,2,1,0,0,1,1,0,1,0
38415,Boxer_B_4093,KO,1,Boxer_A_4093,76.4,166,182,72,86,73,93,79,37,Boxer_B_4093,69.1,175,194,91,67,96,82,67,70,9,9,1,3,0,0,2,9,18.002879999999998,103.569466,9.0,8.899999999999999,11.11,33.33,0.0,82.0,91.0,91.1,0,1,2,1,1,2,3,1,1,1,2,3
98463,Boxer_A_4094,KO,1,Boxer_A_4094,87.0,168,181,65,88,68,89,91,65,Boxer_B_4094,72.6,195,197,60,80,84,93,91,71,11,10,6,0,0,0,15,0,110.45692125000001,0.0,8.799999999999999,10.1,54.55,0.0,100.0,0.0,91.2,89.9,2,1,1,1,4,2,3,1,0,2,1,3
12120,Boxer_A_4095,KO,1,Boxer_A_4095,78.5,194,173,85,99,100,74,84,42,Boxer_B_4095,86.2,183,196,94,87,82,70,61,46,5,4,3,1,0,0,8,2,100.817395,21.808,4.9,2.8999999999999995,60.0,25.0,78.19,0.0,95.1,97.1,1,1,1,1,0,1,0,0,1,1,2,0
